log2FoldChange,baseMean,padj,position,bin,product,gene,domain,phylum,class,order,family,genus,species
0.643421587,14.49345521,0.018548165,NODE_2827_length_5153_cov_24.136916_pgaptmp_000610,201005_4_DNA_sed_1_bin.29,ABC transporter substrate-binding protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,NA
-0.924926431,23.47657431,6.23E-06,NODE_225_length_22595_cov_29.069787_pgaptmp_000479,201005_4_DNA_sed_1_bin.29,type II glyceraldehyde-3-phosphate dehydrogenase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,NA
0.824316798,35.188879,0.003752178,NODE_3205_length_4793_cov_29.862600_pgaptmp_000737,201005_4_DNA_sed_1_bin.29,phosphate ABC transporter permease PstA,pstA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,NA
0.504663984,260.3307275,1.16E-05,NODE_1380_length_14367_cov_17.309740_pgaptmp_000240,201006_1_DNA_1_bin.45,methionine synthase,metH,Bacteria,Bacteroidota,Bacteroidia,CAILMK01,JAAYUY01,NA,NA
-0.271182629,123.730118,0.042374828,NODE_1524_length_13586_cov_12.461681_pgaptmp_000338,201006_1_DNA_1_bin.45,T9SS type A sorting domain-containing protein,NA,Bacteria,Bacteroidota,Bacteroidia,CAILMK01,JAAYUY01,NA,NA
0.629385838,17.07673514,0.003606867,NODE_4616_length_7240_cov_14.491580_pgaptmp_001060,201006_1_DNA_1_bin.45,gliding motility-associated C-terminal domain-containing protein,NA,Bacteria,Bacteroidota,Bacteroidia,CAILMK01,JAAYUY01,NA,NA
1.544902325,5.552891946,0.020835741,NODE_282_length_29977_cov_13.625961_pgaptmp_000698,201006_1_DNA_1_bin.45,DUF4856 domain-containing protein,NA,Bacteria,Bacteroidota,Bacteroidia,CAILMK01,JAAYUY01,NA,NA
-0.868671321,13.96369748,0.009142473,NODE_2429_length_10534_cov_12.557782_pgaptmp_000578,201006_1_DNA_1_bin.45,glutamine synthetase III,NA,Bacteria,Bacteroidota,Bacteroidia,CAILMK01,JAAYUY01,NA,NA
-0.707224354,7.639033239,0.041095579,NODE_617_length_21633_cov_15.285847_pgaptmp_001227,201006_1_DNA_1_bin.45,arsenosugar biosynthesis radical SAM protein ArsS,arsS,Bacteria,Bacteroidota,Bacteroidia,CAILMK01,JAAYUY01,NA,NA
-0.169672091,2204.570452,0.033298515,NODE_733_length_22118_cov_51.077369_pgaptmp_002039,201005_12_DNA_2_bin.53,hypothetical protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
-0.153217033,1328.692893,0.005887255,NODE_333_length_33006_cov_47.582107_pgaptmp_001260,201005_12_DNA_2_bin.53,thiamine pyrophosphate-dependent enzyme,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
-0.485728922,1271.368253,3.84E-06,NODE_514_length_26382_cov_50.163216_pgaptmp_001726,201005_12_DNA_2_bin.53,ABC transporter substrate-binding protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
0.218485521,614.5753564,0.001659374,NODE_142_length_47952_cov_48.369439_pgaptmp_000367,201005_12_DNA_2_bin.53,adenosylcobalamin-dependent ribonucleoside-diphosphate reductase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
0.707743667,399.623981,1.70E-07,NODE_6490_length_5444_cov_45.222490_pgaptmp_001969,201005_12_DNA_2_bin.53,bacteriorhodopsin,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
0.444298537,497.7901524,0.000145847,NODE_142_length_47952_cov_48.369439_pgaptmp_000383,201005_12_DNA_2_bin.53,glutamate synthase large subunit,gltB,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
-0.171911024,384.3013812,0.034796157,NODE_155_length_46707_cov_49.187645_pgaptmp_000453,201005_12_DNA_2_bin.53,cbb3-type cytochrome c oxidase subunit I,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
0.204712509,296.8138636,0.015152437,NODE_2880_length_9765_cov_57.746035_pgaptmp_001090,201005_12_DNA_2_bin.53,homoserine O-acetyltransferase,metX,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
0.280696103,202.129636,0.005887255,NODE_2219_length_11575_cov_54.207639_pgaptmp_000887,201005_12_DNA_2_bin.53,DNA-directed RNA polymerase subunit B'',NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
0.371873024,144.9893229,0.000131586,NODE_2880_length_9765_cov_57.746035_pgaptmp_001093,201005_12_DNA_2_bin.53,transposase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
-0.301319476,236.6326925,0.000181938,NODE_105_length_52870_cov_47.087986_pgaptmp_000125,201005_12_DNA_2_bin.53,superoxide dismutase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
0.776728449,72.74182304,0.000140606,NODE_304_length_34238_cov_44.445719_pgaptmp_001208,201005_12_DNA_2_bin.53,hydroxymethylglutaryl-CoA synthase family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
-0.356028816,194.1624899,0.007754707,NODE_333_length_33006_cov_47.582107_pgaptmp_001295,201005_12_DNA_2_bin.53,polysulfide reductase NrfD,nrfD,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
1.688669494,62.78414925,4.10E-12,NODE_6490_length_5444_cov_45.222490_pgaptmp_001968,201005_12_DNA_2_bin.53,lycopene cyclase domain-containing protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
-0.297076102,157.860566,0.017578879,NODE_288_length_35057_cov_50.244443_pgaptmp_001101,201005_12_DNA_2_bin.53,electron transfer flavoprotein subunit beta/FixA family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
1.749681441,43.16866335,2.10E-08,NODE_6490_length_5444_cov_45.222490_pgaptmp_001967,201005_12_DNA_2_bin.53,"Brp/Blh family beta-carotene 15,15'-dioxygenase",NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
0.404221701,189.035291,0.015480125,NODE_8480_length_4467_cov_45.907298_pgaptmp_002180,201005_12_DNA_2_bin.53,DUF2309 domain-containing protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
-0.246922141,118.5852834,0.005887255,NODE_486_length_27091_cov_45.781551_pgaptmp_001665,201005_12_DNA_2_bin.53,ABC transporter substrate-binding protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
-0.475603393,170.1169745,0.000131586,NODE_514_length_26382_cov_50.163216_pgaptmp_001747,201005_12_DNA_2_bin.53,AMP-binding protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
0.289950977,95.01343614,0.005887255,NODE_4984_length_6592_cov_45.089797_pgaptmp_001669,201005_12_DNA_2_bin.53,hypothetical protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
1.46875471,335.6162482,5.48E-37,NODE_4227_length_7466_cov_48.051410_pgaptmp_001470,201005_12_DNA_2_bin.53,PstS family phosphate ABC transporter substrate-binding protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
-0.393421421,111.5106581,0.004563016,NODE_514_length_26382_cov_50.163216_pgaptmp_001749,201005_12_DNA_2_bin.53,ABC transporter ATP-binding protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
-0.538514526,105.9227732,0.015152437,NODE_288_length_35057_cov_50.244443_pgaptmp_001102,201005_12_DNA_2_bin.53,electron transfer flavoprotein subunit alpha/FixB family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
-0.446877234,77.67234009,0.004629846,NODE_445_length_28255_cov_46.254220_pgaptmp_001508,201005_12_DNA_2_bin.53,formate dehydrogenase subunit alpha,fdhF,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
-0.548924847,114.4140164,0.000950427,NODE_514_length_26382_cov_50.163216_pgaptmp_001748,201005_12_DNA_2_bin.53,ABC transporter ATP-binding protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
-0.492316795,48.71707364,0.013059427,NODE_333_length_33006_cov_47.582107_pgaptmp_001297,201005_12_DNA_2_bin.53,hypothetical protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
-0.63150764,41.82510334,0.002308205,NODE_8970_length_4289_cov_47.084081_pgaptmp_002367,201005_12_DNA_2_bin.53,heavy metal translocating P-type ATPase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
-0.679724209,64.24231409,0.017578879,NODE_1779_length_13471_cov_53.882901_pgaptmp_000584,201005_12_DNA_2_bin.53,hypothetical protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
0.349947488,42.30402506,0.036594189,NODE_1819_length_13241_cov_49.117625_pgaptmp_000646,201005_12_DNA_2_bin.53,NFYB/HAP3 family transcription factor subunit,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
0.445243033,29.17356497,0.015152437,NODE_503_length_26703_cov_50.867495_pgaptmp_001720,201005_12_DNA_2_bin.53,right-handed parallel beta-helix repeat-containing protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
-0.974859648,33.63700298,0.000373649,NODE_514_length_26382_cov_50.163216_pgaptmp_001745,201005_12_DNA_2_bin.53,branched-chain amino acid ABC transporter permease,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
-0.67994916,42.25763522,0.005627557,NODE_868_length_20036_cov_49.335369_pgaptmp_002250,201005_12_DNA_2_bin.53,acyl-CoA carboxylase subunit beta,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
-0.75308551,25.93325443,0.005887255,NODE_514_length_26382_cov_50.163216_pgaptmp_001746,201005_12_DNA_2_bin.53,branched-chain amino acid ABC transporter permease,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salsuginis
0.280459898,958.1075459,6.73E-06,NODE_1221_length_16640_cov_10.444558_pgaptmp_000116,201005_12_DNA_2_bin.6,BCCT family transporter,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.2784177,527.6177412,5.71E-07,NODE_1221_length_16640_cov_10.444558_pgaptmp_000117,201005_12_DNA_2_bin.6,SusC/RagA family TonB-linked outer membrane protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.356046128,457.4335547,0.000255059,NODE_94_length_54482_cov_10.462344_pgaptmp_001856,201005_12_DNA_2_bin.6,bacteriorhodopsin-like,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.683324978,182.3282591,3.17E-07,NODE_2357_length_11091_cov_14.415368_pgaptmp_000809,201005_12_DNA_2_bin.6,hypothetical protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.326323109,234.7352532,0.001469752,NODE_1221_length_16640_cov_10.444558_pgaptmp_000118,201005_12_DNA_2_bin.6,SusD/RagB family nutrient-binding outer membrane lipoprotein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.252015549,267.6144032,0.014965265,NODE_1375_length_15554_cov_8.487902_pgaptmp_000236,201005_12_DNA_2_bin.6,gliding motility protein GldN,gldN,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.193706183,222.9400715,0.04363694,NODE_375_length_30997_cov_12.573266_pgaptmp_001177,201005_12_DNA_2_bin.6,SulP family inorganic anion transporter,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.210975825,220.5676185,0.011787084,NODE_3825_length_8030_cov_11.005392_pgaptmp_001221,201005_12_DNA_2_bin.6,hypothetical protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.602926704,156.7332458,1.72E-10,NODE_3928_length_7853_cov_4.492049_pgaptmp_001225,201005_12_DNA_2_bin.6,DnaJ domain-containing protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.356342241,192.1426714,0.000122788,NODE_401_length_29699_cov_10.013999_pgaptmp_001258,201005_12_DNA_2_bin.6,T9SS type A sorting domain-containing protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.647925833,106.9176133,1.23E-12,NODE_3928_length_7853_cov_4.492049_pgaptmp_001227,201005_12_DNA_2_bin.6,DNA-directed RNA polymerase subunit beta',rpoC,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
1.420934275,41.76923139,1.25E-05,NODE_291_length_34973_cov_9.639670_pgaptmp_000960,201005_12_DNA_2_bin.6,DNA photolyase family protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.458363214,114.7404542,1.99E-08,NODE_10287_length_3874_cov_5.916208_pgaptmp_000021,201005_12_DNA_2_bin.6,sugar transferase,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.490102847,103.3498534,1.17E-07,NODE_10287_length_3874_cov_5.916208_pgaptmp_000023,201005_12_DNA_2_bin.6,molecular chaperone DnaK,dnaK,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.649679831,36.96748411,0.000220973,NODE_4020_length_7742_cov_7.171979_pgaptmp_001260,201005_12_DNA_2_bin.6,DUF2459 domain-containing protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.958530889,26.23405485,0.015135965,NODE_291_length_34973_cov_9.639670_pgaptmp_000959,201005_12_DNA_2_bin.6,SDR family oxidoreductase,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.408228434,59.13908058,0.039539885,NODE_532_length_25699_cov_9.261972_pgaptmp_001409,201005_12_DNA_2_bin.6,M1 family metallopeptidase,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.404170285,79.3795927,0.000524855,NODE_163_length_45470_cov_10.420037_pgaptmp_000542,201005_12_DNA_2_bin.6,Fe-S cluster assembly protein SufB,sufB,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.507050507,36.26145345,0.03842488,NODE_21_length_99416_cov_11.310695_pgaptmp_000661,201005_12_DNA_2_bin.6,DUF6089 family protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.400735006,68.00021624,0.001237447,NODE_63_length_63389_cov_12.661193_pgaptmp_001553,201005_12_DNA_2_bin.6,OmpA family protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.539212686,27.05967258,0.010868365,NODE_298_length_34605_cov_15.771867_pgaptmp_000991,201005_12_DNA_2_bin.6,phage holin family protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.554102766,25.95583418,0.027143296,NODE_401_length_29699_cov_10.013999_pgaptmp_001242,201005_12_DNA_2_bin.6,FtsW/RodA/SpoVE family cell cycle protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.833932203,20.41579679,0.001375944,NODE_3823_length_8035_cov_6.510652_pgaptmp_001213,201005_12_DNA_2_bin.6,aldehyde dehydrogenase,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.593658611,21.10625375,0.005768161,NODE_253_length_37361_cov_10.808154_pgaptmp_000925,201005_12_DNA_2_bin.6,molecular chaperone HtpG,htpG,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.460130881,23.08903022,0.027143296,NODE_1039_length_18181_cov_15.150171_pgaptmp_000026,201005_12_DNA_2_bin.6,SO_0444 family Cu/Zn efflux transporter,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.741522003,32.589951,0.011787084,NODE_2326_length_11200_cov_12.118708_pgaptmp_000801,201005_12_DNA_2_bin.6,AMP-binding protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-1.124436014,53.75996859,0.000572013,NODE_2326_length_11200_cov_12.118708_pgaptmp_000795,201005_12_DNA_2_bin.6,hypothetical protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
1.776698647,9.742964858,0.000122788,NODE_291_length_34973_cov_9.639670_pgaptmp_000958,201005_12_DNA_2_bin.6,SRPBCC family protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.550482921,25.6899908,0.029952333,NODE_1149_length_17292_cov_9.637408_pgaptmp_000089,201005_12_DNA_2_bin.6,DUF6268 family outer membrane beta-barrel protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.819448847,17.29765559,0.027291013,NODE_375_length_30997_cov_12.573266_pgaptmp_001201,201005_12_DNA_2_bin.6,MoxR family ATPase,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.599220286,56.69907397,0.000123262,NODE_341_length_32611_cov_9.642094_pgaptmp_001106,201005_12_DNA_2_bin.6,T9SS type A sorting domain-containing protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.59206754,49.808376,0.002238651,NODE_341_length_32611_cov_9.642094_pgaptmp_001107,201005_12_DNA_2_bin.6,T9SS type A sorting domain-containing protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.625814984,24.70134072,0.000277475,NODE_1375_length_15554_cov_8.487902_pgaptmp_000237,201005_12_DNA_2_bin.6,chaperonin GroEL,groL,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.773210791,13.37046734,8.92E-05,NODE_3216_length_9064_cov_6.771784_pgaptmp_001070,201005_12_DNA_2_bin.6,hypothetical protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
1.811658258,10.38436045,1.06E-05,NODE_2997_length_9512_cov_7.555567_pgaptmp_001028,201005_12_DNA_2_bin.6,peptide-methionine (S)-S-oxide reductase MsrA,msrA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.637659636,45.7719806,0.001515503,NODE_341_length_32611_cov_9.642094_pgaptmp_001105,201005_12_DNA_2_bin.6,T9SS type A sorting domain-containing protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-1.104884636,39.29871847,8.57E-05,NODE_2326_length_11200_cov_12.118708_pgaptmp_000797,201005_12_DNA_2_bin.6,cation acetate symporter,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.931064254,12.81275661,0.00287604,NODE_847_length_20370_cov_10.603003_pgaptmp_001767,201005_12_DNA_2_bin.6,beta-eliminating lyase-related protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.638505203,11.77644949,0.029403837,NODE_375_length_30997_cov_12.573266_pgaptmp_001184,201005_12_DNA_2_bin.6,F0F1 ATP synthase subunit B,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.719308274,12.1289518,0.018775793,NODE_497_length_26885_cov_8.986955_pgaptmp_001389,201005_12_DNA_2_bin.6,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,queA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
1.342579611,3.919589937,0.005264828,NODE_253_length_37361_cov_10.808154_pgaptmp_000920,201005_12_DNA_2_bin.6,homoserine dehydrogenase,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
0.977371632,8.215909903,0.00385961,NODE_69_length_62158_cov_11.575447_pgaptmp_001628,201005_12_DNA_2_bin.6,CDGSH iron-sulfur domain-containing protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.878182105,11.24413346,0.000399628,NODE_5396_length_6199_cov_13.840820_pgaptmp_001426,201005_12_DNA_2_bin.6,GTP cyclohydrolase I FolE,folE,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.873537242,9.141506386,0.027838296,NODE_401_length_29699_cov_10.013999_pgaptmp_001244,201005_12_DNA_2_bin.6,phospho-N-acetylmuramoyl-pentapeptide- transferase,mraY,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-1.106352841,4.808898211,0.023551615,NODE_1039_length_18181_cov_15.150171_pgaptmp_000034,201005_12_DNA_2_bin.6,addiction module protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.819425454,15.3899747,0.001852986,NODE_602_length_24053_cov_9.236061_pgaptmp_001472,201005_12_DNA_2_bin.6,universal stress protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-1.021887554,16.70889112,0.012028888,NODE_2326_length_11200_cov_12.118708_pgaptmp_000796,201005_12_DNA_2_bin.6,DUF4212 domain-containing protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
1.540489056,3.837015828,0.001033356,NODE_133_length_48788_cov_8.349209_pgaptmp_000218,201005_12_DNA_2_bin.6,hypothetical protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.966936065,7.641001593,0.002254584,NODE_227_length_39239_cov_9.822887_pgaptmp_000770,201005_12_DNA_2_bin.6,BLUF domain-containing protein,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.548031679,12.54334633,0.011787084,NODE_253_length_37361_cov_10.808154_pgaptmp_000915,201005_12_DNA_2_bin.6,2-oxo acid dehydrogenase subunit E2,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
1.505169939,4.013223025,0.025892233,NODE_800_length_21138_cov_9.087511_pgaptmp_001717,201005_12_DNA_2_bin.6,Na+:solute symporter,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,NA
-0.133381057,1657.111614,0.038319257,NODE_5393_length_6574_cov_6.857340_pgaptmp_000770,201006_1_DNA_1_bin.52,translation elongation factor EF-1 subunit alpha,tuf,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,QS-5-70-15,NA
-0.146908189,1865.186152,0.028437078,NODE_2330_length_10819_cov_7.883872_pgaptmp_000526,201006_1_DNA_1_bin.52,"Brp/Blh family beta-carotene 15,15'-dioxygenase",NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,QS-5-70-15,NA
-0.184463653,1511.177136,0.006558979,NODE_2330_length_10819_cov_7.883872_pgaptmp_000535,201006_1_DNA_1_bin.52,bacteriorhodopsin,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,QS-5-70-15,NA
0.55444734,3975.607584,4.22E-06,NODE_12623_length_3895_cov_7.976042_pgaptmp_000140,201006_1_DNA_1_bin.52,PEP-utilizing enzyme,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,QS-5-70-15,NA
-0.198620188,1289.875986,1.23E-06,NODE_13140_length_3801_cov_7.489856_pgaptmp_000159,201006_1_DNA_1_bin.52,50S ribosomal protein L3,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,QS-5-70-15,NA
-0.321357698,1530.218676,6.88E-06,NODE_16256_length_3310_cov_6.706605_pgaptmp_000294,201006_1_DNA_1_bin.52,acetate--CoA ligase,acs,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,QS-5-70-15,NA
-0.338111795,1613.684716,5.40E-05,NODE_21510_length_2766_cov_5.606049_pgaptmp_000453,201006_1_DNA_1_bin.52,cyclodeaminase/cyclohydrolase family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,QS-5-70-15,NA
-0.167203828,967.0958018,0.012523085,NODE_14725_length_3527_cov_6.567684_pgaptmp_000227,201006_1_DNA_1_bin.52,30S ribosomal protein S3,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,QS-5-70-15,NA
-0.373495672,1134.280304,1.99E-05,NODE_21510_length_2766_cov_5.606049_pgaptmp_000454,201006_1_DNA_1_bin.52,aminomethyl transferase family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,QS-5-70-15,NA
0.428682324,372.411596,3.25E-05,NODE_2265_length_10934_cov_6.087140_pgaptmp_000497,201006_1_DNA_1_bin.52,kinase anchor protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,QS-5-70-15,NA
